FECHA_CORTE;ITEM;DENOMINACION;TIPO_DE_LIGA;DISCIPLINA_DEPORTIVA;RESOLUCION_INSCRIPCION_RENADE;FECHA_RESOLUCION;OBSERVACIONES;;;
20230731;239;LIGA DISTRITAL DE VOLEIBOL DE ALTO SELVA ALEGRE;DISTRITAL;VOLEIBOL;827-DINADAF-RND-2016;6/12/2016;Resolución N°0533-DNCTD-RND-2019, Periodo 2020-2023;;;
20230731;240;LIGA DISTRITAL DE VOLEIBOL DE CAMANA;DISTRITAL;VOLEIBOL;850-DINADAF-RND-2016;9/12/2016;;;;
20230731;241;LIGA DDEPORTIVA DISTRITAL DE VOLEIBOL DE TACNA;DISTRITAL;VOLEIBOL;027-DINADAF-RND-2017;24/01/2017;Resolución N°0469-2021-IPD-DNCTD/RND, Periodo del 01 de enero del 2021 al 31 de diciembre del 2024;;;
20230731;242;LIGA DISTRITAL MIXTA DE VOLEIBOL DE CALLERIA-PUCALLPA;DISTRITAL;VOLEIBOL;030-DINADAF-RND-2017;24/01/2017;"Resolución N°0220-DNCTD-RND-2021, Periodo de cuatro años.
Resolución Nº0181-2023-IPD-DNCTD/SRND. reconformación de los integrantes del consejo directivo, elegidos por el período de cuatro años, en Asamblea General Extraordinaria de fecha 10 de diciembre de 2020.";;;
20230731;243;LIGA DISTRITAL DE VOLEIBOL DE MORALES;DISTRITAL;VOLEIBOL;0058-2022-IPD-DNCTD/SRND;25/02/2022;período del 16 de octubre de 2021 al 15 de octubre de 2025;;;
20230731;244;LIGA DISTRITAL DE VOLEIBOL DE RUPA RUPA;DISTRITAL;VOLEIBOL;556-DINADAF-RND-2017;18/04/2017;"Resolución Nº0444-2022-IPD-DNCTD/SRND. 
periodo 03 de octubre de 2021 al 02 de octubre de 2025";;;
20230731;245;LIGA DISTRITAL DE VOLEIBOL DE BARRANCO;DISTRITAL;VOLEIBOL;764-DINADAF-RND-2017;25/05/2017;Resolución N°428-DNCTD-RND-2020, Periodo 23 de agosto de 2020 al 22 de agosto de 2024;;;
20230731;246;LIGA DISTRITAL MIXTA DE VOLEIBOL DE COMAS;DISTRITAL;VOLEIBOL;785-DINADAF-RND-2017;1/06/2017;Resolución N°419-DNCTD-RND-2020, Periodo 10 de diciembre de 2019 al 09 de diciembre de 2023;;;
20230731;247;LIGA DEPORTIVA DISTRITAL DE VOLEIBOL DE SAN MARTÍN DE PORRES;DISTRITAL;VOLEIBOL;812-DINADAF-RND-2017;13/06/2017;;;;
20230731;248;LIGA DISTRITAL DEPORTIVA DE VOLEIBOL DE SAYLLA;DISTRITAL;VOLEIBOL;890-DINADAF-RND-2017;10/07/2017;;;;
20230731;249;LIGA DEPOTRIVA DISTRITAL MIXTA DE VOLEIBOL DE HUAYLLAY;DISTRITAL;VOLEIBOL;998-DINADAF-RND-2017;18/08/2017;"Resolución Nº0675-2022-IPD-DNCTD/SRND.
periodo comprendido del 01 de enero del 2020 al 31 de enero del 2023.";;;
20230731;250;LIGA DISTRITAL DE VOLEIBOL DE AREQUIPA;DISTRITAL;VOLEIBOL;1013-DINADAF-RND-2017;23/08/2017;Resolución N°0633-2021-IPD-DNCTD/SRND. periodo del 27 de setiembre del 2021 al 26 de setiembre del 2025;;;
20230731;251;ASOCIACIÓN DEPORTIVA LIGA DISTRITAL DE VOLEY DE PISCO;DISTRITAL;VOLEIBOL;1040-DINADAF-RND-2017;1/09/2017;;;;
20230731;252;LIGA DEPORTIVA DISTRITAL MIXTA DE VOLEIBOL CHAUPIMARCA-PASCO;DISTRITAL;VOLEIBOL;1304-DINADAF-RND-2017;30/11/2017;;;;
20230731;253;LIGA DISTRITAL DE VOLEIBOL DE CHILCA;DISTRITAL;VOLEIBOL;1400-DINADAF-RND-2017;29/12/2017;;;;
20230731;254;LIGA DISTRITAL DE VOLEIBOL DE PERENÉ;DISTRITAL;VOLEIBOL;0056-DINADAF-RND-2018;19/01/2018;"Resolución N° 248-2023-IPD-DNCTD/SRND.
Periodo del 06 de enero de 2023 al 05 de enero de 2027";;;
20230731;255;LIGA DEPORTIVA DISTRITAL DE VOLEIBOL DE SAN SEBASTIÁN;DISTRITAL;VOLEIBOL;0077-DINADAF-RND-2018;29/01/2018;"Resolución Nº0212-2022-IPD-DNCTD/SRND. 10 de mayo de 2022.
periodo del 01 de setiembre de 2020 al 31 de agosto de 2024";;;
20230731;256;LIGA DEPORTIVA DISTRITAL DE VOLEIBOL DE SANTA ANA;DISTRITAL;VOLEIBOL;0582-DINADAF-RND-2018;5/04/2018;"Resolución Nº0140-2022-IPD-DNCTD/SRND
periodo de cuatro (04) años, en Asamblea de fecha 10 de diciembre de 2021";;;
20230731;257;LIGA DISTRITAL DE VOLEIBOL DE MOLLENDO;DISTRITAL;VOLEIBOL;1032-DINADAF-RND-2018;21/06/2018;;;;
20230731;258;LIGA DEPORTIVA DISTRITAL DE VOLEIBOL DE CHANCAY;DISTRITAL;VOLEIBOL;1189-DINADAF-RND-2018;1/08/2018;Periodo de cuatro (04) años;;;
20230731;259;LIGA DEPORTIVA DISTRITAL DE VOLEIBOL DE POCOLLAY;DISTRITAL;VOLEIBOL;1197-DINADAF-RND-2018;3/08/2018;"Resolución Nº0102-2023-IPD-DNCTD/SRND.
periodo del 09 de agosto de 2022 al 31 de diciembre de 2024";;;
20230731;260;LIGA DISTRITAL DE VOLEIBOL DE YANACANCHA;DISTRITAL;VOLEIBOL;1610-DINADAF-RND-2018;23/11/2018;Periodo 21 de agosto de 2018 al 20 de agosto de 2022;;;
20230731;261;LIGA DISTRITAL DE VOLEIBOL DE INDEPENDENCIA;DISTRITAL;VOLEIBOL;0277-DNCTD-RND-2019;5/04/2019;"Resolución Nº0007-2023-IPD-DNCTD/SRND.
periodo del 15 de diciembre de 2022 al 14 de diciembre de 2026";;;
20230731;262;LIGA DISTRITAL DE VOLEY-CHOTA;DISTRITAL;VOLEIBOL;0770-DNCTD-RND-2019;18/10/2019;Periodo 30 de abril de 2019 al 29 de abril de 2022;;;
20230731;263;LIGA DISTRITAL DE VOLEY DE CHANCHAMAYO;DISTRITAL;VOLEIBOL;0233-DNCTD-RND-2020;13/03/2020;Periodo 15 de enero de 2019 al 14 de enero de 2022;;;
20230731;264;LIGA DISTRITAL VOLEIBOL DE MAJES;DISTRITAL;VOLEIBOL;0101-DNCTD-RND-2021;8/02/2021;Periodo 01 de noviembre de 2017 al 01 de noviembre de 2021;;;
20230731;265;LIGA PROVINCIAL DE VOLEIBOL DE AREQUIPA;PROVINCIAL;VOLEIBOL;0781-DINADAF-RND-2016;22/11/2016;Resolución N°0784-DNCTD-RND-2019, periodo 15 de junio de 2019 al 15 de junio de 2023;;;
20230731;266;LIGA PROVINCIAL DE VOLEIBOL DEL SANTA;PROVINCIAL;VOLEIBOL;033-DINADAF-RND-2017;24/01/2017;;;;
20230731;267;ASOCIACION LIGA DISTRITAL DE VOLEY DE SAN ISIDRO;DISTRITAL;VOLEIBOL;0023-2022-IPD-DNCTD/SRND;1/02/2022;período de 21 de diciembre de 2020 al 20 de diciembre de 2024;;;
20230731;268;LIGA DISTRITAL MIXTA DE VOLEIBOL DE LOS OLIVOS;DISTRITAL;VOLEIBOL;0645-2021-IPD-DNCTD/SRND;30/11/2021;periodo del 22 de diciembre del 2020 al 21 de diciembre del 2024;;;
20230731;269;LIGA DISTRITAL DE VOLEIBOL DE SANTIAGO;DISTRITAL;VOLEIBOL;0473-2022-IPD-DNCTD/SRND;4/08/2022;período de cuatro (04) años, del 18 de julio de 2021 al 31 de diciembre de 2024;;;
20230731;270;LIGA DEPORTIVA DISTRITAL DE VOLEIBOL DE EL PORVENIR;DISTRITAL;VOLEIBOL;0512-2022-IPD-DNCTD/SRND;16/08/2022;período de cuatro años (Del 02 de junio de 2022 al 02 de junio de 2026);;;
20230731;271;LIGA DEPORTIVA DISTRITAL DE ATLETISMO DE CORRALES;DISTRITAL;VOLEIBOL;0669-2022-IPD-DNCTD/SRND;3/11/2022;periodo 20 de agosto de 2022 hasta el 31 de diciembre de 2024;;;
20230731;272;LIGA DE VOLEY MIXTO DEL DISTRITO DE JOSE LUIS BUSTAMANTE Y RIVERO;DISTRITAL;VOLEIBOL;0678-2022-IPD-DNCTD/SRND;4/11/2022;período de 4 años;;;
20230731;273;LIGA DISTRITAL DE VOLEIBOL MIXTA PAUCARCOLLA;DISTRITAL;VOLEIBOL;065-2023-IPD-DNCTD/SRND;7/02/2023; Período 25 de julio de 2022 al 31 de diciembre de 2024.;;;
20230731;274;LIGA DE VOLEY DEL DISTRITO DE SATIPO;DISTRITAL;VOLEIBOL;0110-2023-IPD-DNCTD/SRND;9/03/2023;periodo comprendido del 13 de agosto de 2022 al 31 de diciembre de 2024;;;
20230731;275;LIGA DEPORTIVA DISTRITAL DE VOLEIBOL DE ATE;DISTRITAL;VOLEIBOL;0125-2023-IPD-DNCTD/SRND;16/03/2023;periodo del 10 de enero de 2023 al 31 de diciembre de 2024;;;
20230731;276;LIGA DISTRITAL DE VOLEIBOL AYAVIRI;DISTRITAL;VOLEIBOL;0183-2023-IPD-DNCTD/SRND;18/04/2023;periodo comprendido desde el 18 de octubre de 2019 al 17 de octubre de 2023;;;
20230731;277;LIGA DEPORTIVA DISTRITAL DE VOLEIBOL DE JESUS;DISTRITAL;VOLEIBOL;0209-2023-IPD-DNCTD/SRND;8/05/2023;período de cuatro años hasta el 2024;;;
20230731;278;LIGA DEPORTIVA DISTRITAL DE VOLEIBOL DE COISHCO;DISTRITAL;VOLEIBOL;0267 2023-IPD-DNCTD/SRND;7/06/2023;periodo del 20 de julio de 2022 al 19 de julio de 2026 (4 años);;;
20230731;279;LIGA DEPORTIVA DISTRITAL VOLEIBOLISTICA ASWANQHARI - AZANGARO;DISTRITAL;VOLEIBOL;0311-2023-IPD-DNCTD/SRND;6/07/2023;periodo del 04 de octubre del 2022 al 31 de diciembre del 2024;;;
20230731;280;LIGA DISTRITAL DE VOLEIBOL DE CHARACATO;DISTRITAL;VOLEIBOL; 329-2023-IPD-DNCTD/SRND;14/07/2023;periodo de cuatro (4) años;;;
20230731;281;LIGA DISTRITAL DE VOLEIBOL DE POROY - CUSCO;DISTRITAL;VOLEIBOL;0354-2023-IPD-DNCTD/SRND;21/07/2023;periodo cuatro años;;;
