FECHA_CORTE;ITEM;DENOMINACION;TIPO_DE_LIGA;DISCIPLINA_DEPORTIVA;RESOLUCION_INSCRIPCION_RENADE;FECHA_RESOLUCION;OBSERVACIONES;;;
20230731;121;LIGA DEPORTIVA DE KARATE PROVINCIAL DE TRUJILLO-LA LIBERTAD;PROVINCIAL;KARATE;0045-DNCTD-RND-2021;19/01/2021;Periodo de cuatro (04) años;;;
20230731;122;LIGA DEPORTIVA DISTRITAL DE KARATE DE CUSCO;DISTRITAL;KARATE;668-DINADAF-RND-2016;18/10/2016;"Resolución N°0355-2023-IPD-DNCTD/SRND.
periodo 28 de noviembre de 2022 al 31 de diciembre de 2024";;;
20230731;123;LIGA DEPORTIVA DISTRITAL DE KARATE DE SANTIAGO DE SURCO;DISTRITAL;KARATE;740-DINADAF-RND-2016;11/11/2016;"Resolución N°0183-2022-IPD-DNCTD/SRND.periodo 01 de enero de 2021 al 31 de diciembre de 2024
";;;
20230731;124;LIGA DISTRITAL DE KARATE-CAJAMARCA;DISTRITAL;KARATE;837-DINADAF-RND-2016;7/12/2016;"Resolución N°0575-2022-IPD-DNCTD/SRND.
periodo 2022-2026 (Del 16 de mayo de 2022 hasta el 15 de mayo de 2026).";;;
20230731;125;LIGA DISTRITAL DE KARATE DE TACNA;DISTRITAL;KARATE;890-DINADAF-RND-2016;19/12/2016;Resolución N°0338-DNCTD-RND-2021, período del 01 de enero del 2021 al 31 de diciembre del 2024;;;
20230731;126;LIGA DISTRITAL DE KARATE DE SANTA ANA;DISTRITAL;KARATE;916-DINADAF-RND-2016;23/12/2016;;;;
20230731;127;LIGA DEPORTIVA DISTRITAL DE KARATE DE SAN SEBASTIAN;DISTRITAL;KARATE;917-DINADAF-RND-2016;23/12/2016;"Resolución N°0582-2022-IPD-DNCTD/SRND.
periodo de 04 años, en Asamblea General Extraordinaria de fecha 21 de noviembre de 2021.";;;
20230731;128;LIGA DISTRITAL DE KARATE DE TARAPOTO;DISTRITAL;KARATE;939-DINADAF-RND-2016;28/12/2016;Resolución N°295-DNCTD-RND-2020, periodo 07 de mayo de 2019 al 06 de mayo de 2023;;;
20230731;129;LIGA DISTRITAL DEPORTIVA CULTURAL DE KARATE-PIURA;DISTRITAL;KARATE;955-DINADAF-RND-2016;29/12/2016;;;;
20230731;130;LIGA DEPORTIVA DISTRITAL DE KARATE DE SANTIAGO;DISTRITAL;KARATE;959-DINADAF-RND-2016;30/12/2016;"Resolución N°0581-2022-IPD-DNCTD/SRND.
periodo 2021 al 2024.";;;
20230731;131;LIGA DEPORTIVA DE KARATE DISTRITAL DE VIRU;DISTRITAL;KARATE;029-DINADAF-RND-2017;24/01/2017;Resolución N°478-DNCTD-RND-2020, período 19 de noviembre de 2020 al 19 de noviembre de 2024;;;
20230731;132;LIGA DISTRITAL DE KARATE ALTO DE LA ALIANZA TACNA;DISTRITAL;KARATE;803-DINADAF-RND-2017;9/06/2017;"Resolución N°0540-2022-IPD-DNCTD/SRND.
período 19 de octubre de 2020 al 19 de octubre de 2024.";;;
20230731;133;LIGA DISTRITAL DE KARATE CORONEL GREGORIO ALBARRACÍN LANCHIPA;DISTRITAL;KARATE;0470-DINADAF-RND-2018;19/03/2018;;;;
20230731;134;LIGA DISTRITAL DE KARATE-DO DE PUNCHANA;DISTRITAL;KARATE;0493-DINADAF-RND-2018;21/03/2018;"Resolución N°0457-2022-IPD-DNCTD/SRND.
Periodo 19 de diciembre de 2021 al 18 de diciembre de 2025";;;
20230731;135;LIGA DISTRITAL DE KARATE DE MARIANO MELGAR-AREQUIPA;DISTRITAL;KARATE;1386-DINADAF-RND-2018;19/09/2018;"Resolución N°0562-2022-IPD-DNCTD/SRND.
periodo 29 de marzo de 2021 al 28 de marzo de 2025.";;;
20230731;136;LIGA DISTRITAL DE KARATE DE PISAC-CUSCO;DISTRITAL;KARATE;015-DNCTD-RND-2022;19/01/2022;periodo del 01 de enero del 2021 al 31 de diciembre del 2024.;;;
20230731;137;LIGA DEPORTIVA DISTRITAL DE KARATE DE EL AGUSTINO;DISTRITAL;KARATE;0232-DNCTD-RND-2020;13/03/2020;Resolución N°0625-2021-IPD-DNCTD/SRND. período del 01 de enero de 2021 al 31 de diciembre de 2024;;;
20230731;138;LIGA DISTRITAL DE KARATE DE EL PORVENIR;DISTRITAL;KARATE;276-DNCTD-RND-2020;22/09/2020;"Resolución N°0772-2022-IPD-DNCTD/SRND.
periodo del 2022 al 2026, conforme a la Asamblea General de Asociados de fecha 26 de agosto de 2022.";;;
20230731;139;LIGA DEPORTIVA DISTRITAL DE KARATE DE PIMENTEL;DISTRITAL;KARATE;287-DNCTD-RND-2020;2/10/2020;"Resolución N°0298-2022-IPD-DNCTD/SRND.
periodo 17 de enero de 2022 al 16 de enero de 2026";;;
20230731;140;LIGA DEPORTIVA DISTRITAL DE KARATE DE FERREÑAFE;DISTRITAL;KARATE;293-DNCTD-RND-2020;7/10/2020;"Resolución N°0296-2022-IPD-DNCTD/SRND.
periodo del 24 de febrero de 2022 al 23 de febrero de 2026";;;
20230731;141;LIGA DEPORTIVA DISTRITAL DE KARATE DE SAN BORJA;DISTRITAL;KARATE;294-DNCTD-RND-2020;7/10/2020;Resolución N°0479-2021-IPD-DNCTD/RND. período 01 de enero del 2021 al 31 de diciembre del 2024;;;
20230731;142;LIGA DEPORTIVA DE KARATE DISTRITAL DE POROTO;DISTRITAL;KARATE;490-DNCTD-RND-2020;7/12/2020;Periodo de cuatro (04) años;;;
20230731;143;LIGA DEPORTIVA DISTRITAL DE KARATE DE POMALCA;DISTRITAL;KARATE;0313-DNCTD-RND-2021;12/05/2021;"Resolución N°0297-2022-IPD-DNCTD/SRND.
periodo comprendido entre el 31 de enero de 2022 al 31 de enero de 2026.";;;
20230731;144;LIGA DEPORTIVA DISTRITAL DE KARATE-JAEN;DISTRITAL;KARATE;0649-DNCTD-RND-2021;3/12/2021;período de 04 años, comprendidos entre el 23 de agosto del 2019 al 22 de agosto del 2023;;;
20230731;145;LIGA DISTRITAL DE KARATE DE PISAC-CUSCO;DISTRITAL;KARATE;015-DNCTD-RND-2022;19/01/2022;periodo del 01 de enero del 2021 al 31 de diciembre del 2024.;;;
20230731;146;LIGA DEPORTIVA DE KARATE DE VILLA EL SALVADOR;DISTRITAL;KARATE;0285-2022-IPD-DNCTD/SRND;1/06/2022;periodo del 15 de octubre de 2021 al 14 de octubre de 2023;;;
20230731;147;LIGA DEPORTIVA DE KARATE DEL DISTRITO DE SAN MIGUEL;DISTRITAL;KARATE;0561-2022-IPD-DNCTD/SRND;16/09/2022;periodo de 04 años, del 28 de junio de 2021 al 27 de junio de 2025;;;
20230731;148;LIGA DISTRITAL DE KARATE DE SAN ISIDRO;DISTRITAL;KARATE;0574-2022-IPD-DNCTD/SRND;21/09/2022;periodo que inicia el 06 de enero de 2022 y culmina el 05 de enero de 2024;;;
20230731;149;LIGA DEPORTIVA DISTRITAL DE KUNG FU JOSÉ LUIS BUSTAMANTE Y RIVERO - AREQUIPA;DISTRITAL;KUNG FU;  387-DNCTD-RND-2007;25/05/2007;;;;
20230731;150;LIGA DEPORTIVA DISTRITAL DE KUNG FU WUSHU-TRUJILLO;DISTRITAL;KUNG FU;  434-DNCTD-RND-2007;14/06/2007;;;;
20230731;151;LIGA DEPORTIVA DISTRITAL DE KUNG FU SOCABAYA - AREQUIPA;DISTRITAL;KUNG FU;162-DNCTD-RND-2008;3/04/2008;;;;
20230731;152;LIGA DEPORTIVA DISTRITAL DE KUNG FU JACOBO HUNTER AREQUIPA;DISTRITAL;KUNG FU;163-DNCTD-RND-2008;3/04/2008;;;;
20230731;153;LIGA DEPORTIVA DISTRITAL DE KUNG FU WUSHU DE PUNO;DISTRITAL;KUNG FU;400-DNCTD-RND-2008;13/10/2008;;;;
20230731;154;LIGA DEPORTIVA PROVINCIAL DE KUNG FU DE AREQUIPA;PROVINCIAL;KUNG FU;241-DNCTD-RND-2008;13/06/2008;;;;
20230731;155;LIGA DEPORTIVA DISTRITAL DE LEVANTAMIENTO DE PESAS DE TUMBES;DISTRITAL;LEVANTAMIENTO DE PESAS;161-DNCTD-RND-2008;3/04/2008;;;;
20230731;156;LIGA DE LEVANTAMIENTO DE PESAS – AGUAYTIA – PADRE ABAD - UCAYALI;DISTRITAL;LEVANTAMIENTO DE PESAS;464-DNCTD-RND-2008;17/11/2008;Resolución Nº0131-DINADAF-RND-2019, periodo 04 años;;;
20230731;157;LIGA DISTRITAL DE LEVANTAMIENTO DE PESAS DE CALLERIA;DISTRITAL;LEVANTAMIENTO DE PESAS;484-DNCTD-RND-2008;27/11/2008;;;;
20230731;158;LIGA DISTRITAL DE LEVANTAMIENTO DE PESAS – IRAZOLA – SAN ALEJANDRO - UCAYALI;DISTRITAL;LEVANTAMIENTO DE PESAS;502-DNCTD-RND-2008;12/12/2008;;;;
20230731;159;LIGA DEPORTIVA DISTRITAL DE HALTEROFILIA CHACHAPOYAS;DISTRITAL;LEVANTAMIENTO DE PESAS;085-DNCTD-RND-2009;16/02/2009;;;;
20230731;160;LIGA DEPORTIVA DISTRITAL DE LEVANTAMIENTO DE PESAS DE TRUJILLO;DISTRITAL;LEVANTAMIENTO DE PESAS;004-DNCTD-RND-2012 ;10/01/2012;Resolución Nº0166-DINADAF-RND-2019. periodo 2018-2022;;;
20230731;161;LIGA DE LEVANTAMIENTO DE PESAS DE HUANCHACO;DISTRITAL;LEVANTAMIENTO DE PESAS;179-DNCTD-RND-2012;27/11/2012;;;;
20230731;162;LIGA DEPORTIVA DISTRITAL DE LEVANTAMIENTO DE PESAS DE ZORRITOS “SILVANA KATIUZCA SALDARRIAGA DIOSES”;DISTRITAL;LEVANTAMIENTO DE PESAS;258-DINADAF-RND-2013;24/09/2013;;;;
20230731;163;LIGA DEPORTIVA DISTRITAL DE LEVANTAMIENTO DE PESAS DE ZARUMILLA;DISTRITAL;LEVANTAMIENTO DE PESAS;797-DINADAF-RND-2016;28/11/2016;;;;
20230731;164;LIGA DEPORTIVA DISTRITAL DE LEVANTAMIENTO DE PESAS DE TARAPOTO;DISTRITAL;LEVANTAMIENTO DE PESAS;829-DINADAF-RND-2016;6/12/2016;periodo de cuatro (04) años ;;;
20230731;165;LIGA DEPORTIVA DISTRITAL DE LEVANTAMIENTO DE PESAS DE HUANCAS;DISTRITAL;LEVANTAMIENTO DE PESAS;943-DINADAF-RND-2016;28/12/2016;periodo de cuatro (04) años ;;;
20230731;166;LIGA DEPORTIVA DISTRITAL DE LEVANTAMIENTO DE PESAS DE CERRO COLORADO-AREQUIPA;DISTRITAL;LEVANTAMIENTO DE PESAS;1228-DINADAF-RND-2017;6/11/2017;periodo de cuatro (04) años ;;;
20230731;167;LIGA DEPORTIVA DISTRITAL DE LEVANTAMIENTO DE PESAS DE AREQUIPA;DISTRITAL;LEVANTAMIENTO DE PESAS;414-DNCTD-RND-2020;18/11/2020;periodo de cuatro (4) años;;;
20230731;168;LIGA DEPORTIVA DISTRITAL DE LEVANTAMIENTO DE PESAS DE SAPOSOA;DISTRITAL;LEVANTAMIENTO DE PESAS;0461-2021-IPD-DNCTD/RND;3/08/2021;período 2021 al 2025;;;
20230731;169;LIGA DISTRITAL DE LEVANTAMIENTO DE PESAS DE JOSE LUIS BUSTAMANTE Y RIVERO;DISTRITAL;LEVANTAMIENTO DE PESAS;0176-2023-IPD-DNCTD/SRND;13/04/2023;periodo de 04 años;;;
20230731;170;LIGA DEPORTIVA DISTRITAL DE TAEKWONDO DE TUMBES;DISTRITAL;TAE KWON DO;148-DNCTD-RND-2008;19/03/2008;;;;
20230731;171;LIGA DEPORTIVA DISTRITAL DE TAE KWON DO DE TRUJILLO;DISTRITAL;TAE KWON DO;154-DNCTD-RND-2008;26/03/2008;Resolución Nº0179-DNCTD-RND-2020. periodo 2019-2023;;;
20230731;172;LIGA DISTRITAL DE TAE KWON DO DE HUANCAYO;DISTRITAL;TAE KWON DO;236-DNCTD-RND-2011;25/10/2011;;;;
20230731;173;LIGA DEPORTIVA DISTRITAL DE TAE KWON DO DE CUSCO;DISTRITAL;TAE KWON DO;0748-2022-IPD-DNCTD/SRND;12/12/2022;periodo 30 de setiembre de 2021 al 29 de setiembre de 2025;;;
20230731;174;LIGA DEPORTIVA DISTRITAL DE TENIS DE MESA DE TRUJILLO;DISTRITAL;TENIS DE MESA;398-DNCTD-RND-2008;13/10/2008;;;;
20230731;175;LIGA DEPOTRIVA DISTRITAL DE TENIS DE MESA DE ICA;DISTRITAL;TENIS DE MESA;037-DNCTD-RND-2009;28/01/2009;;;;
20230731;176;LIGA DEPORTIVA DISTRITAL DE TENIS DE MESA DE CUSCO;DISTRITAL;TENIS DE MESA;232-DINADAF-RND-2015;23/10/2015;;;;
20230731;177;LIGA DISTRITAL DE TENIS DE MESA HUANCAYO;DISTRITAL;TENIS DE MESA;251-DINADAF-RND-2015;16/11/2015;;;;
20230731;178;LIGA DISTRITAL DE TENIS DE MESA DE EL TAMBO;DISTRITAL;TENIS DE MESA;015-DINADAF-RND-2017;11/01/2017;Periodo 04 cuatro años;;;
20230731;179;LIGA DISTRITAL DE VOLEIBOL DE CARAZ;DISTRITAL;VOLEIBOL;093-DNCTD-RND-2005;27/05/2005;;;;
20230731;180;LIGA DISTRITAL DE VOLEIBOL DE NUEVO CHIMBOTE;DISTRITAL;VOLEIBOL;0066-2022-IPD-DNCTD/SRND;28/02/2022;periodo del 27 de noviembre de 2021 al 26 de noviembre de 2025 (04 años);;;
20230731;181;LIGA DEPORTIVA DISTRITAL DE VOLEIBOL DE SAN JUAN DE LURIGANCHO;DISTRITAL;VOLEIBOL;029-DNCTD-RND-2006;19/01/2006;"Resolución Nº0213-2022-IPD-DNCTD/SRND. 10 de Mayo de 2022.
periodo del 10 de octubre de 2021 al 09 de octubre de 2023, periodo que fue ampliado dos (02) años a cuatro (04) años conforme a lo acordado en Asamblea General Extraordinaria de fecha 12 de febrero de 2022";;;
20230731;182;LIGA DEPORTIVA DISTRITAL DE VOLEIBOL DE SAN MARTÍN DE PORRES;DISTRITAL;VOLEIBOL;107-DNCTD-RND-2006;17/03/2006;"Resolución Nº0377-2022-IPD-DNCTD/SRND.
periodo 18 de noviembre de 2021 al 17 de noviembre de 2025.";;;
20230731;183;LIGA DEPORTIVA DISTRITAL DE VOLEY DE SAN LUIS;DISTRITAL;VOLEIBOL;371-DNCTD-RND-2006;16/08/2006;;;;
20230731;184;LIGA DEPORTIVA DISTRITAL DE VOLEIBOL DE LIMA;DISTRITAL;VOLEIBOL;499-DNCTD-RND-2006;3/11/2006;"Resolución Nº0625-2022-IPD-DNCTD/SRND.
periodo del 17 de marzo de 2022 al 16 de marzo de 2026.";;;
20230731;185;LIGA DISTRITAL DE VOLEIBOL DE HUÁNUCO;DISTRITAL;VOLEIBOL;528-DNCTD-RND-2007;7/08/2007;;;;
20230731;186;ASOCIACIÓN LIGA DISTRITAL DE VOLEIBOL DE PUNO;DISTRITAL;VOLEIBOL;763-DNCTD-RND-2007;21/11/2007;Resolución N°0249-DNCTD-RND-2021, Periodo del 30 de julio de 2020 al 29 de julio de 2024;;;
20230731;187;LIGA DISTRITAL DE VOLEIBOL DE EL TAMBO;DISTRITAL;VOLEIBOL;057-DNCTD-RND-2009;6/02/2009;"Resolución Nº0549-2022-IPD-DNCTD/SRND.
periodo de cuatro años, a partir del 15 de junio de 2022 hasta el 14 de junio de 2026";;;
20230731;188;LIGA DEPORTIVA DISTRITAL DE VOLEYBOL DE TUMBES;DISTRITAL;VOLEIBOL;264-DNCTD-RND-2009;18/06/2009;;;;
20230731;189;LIGA DEPORTIVA DISTRITAL DE VOLEIBOL DE TRUJILLO;DISTRITAL;VOLEIBOL;413-DNCTD-RND-2009;28/10/2009;"Resolución N°753-DINADAF-RND-2017, Periodo 2017-2021.
Resolución N°0475-2021-IPD-DNCTD/RND. período 2021-2025";;;
20230731;190;ASOCIACIÓN CIVIL LIGA DISTRITAL DEPORTIVA MIXTA DE VOLEIBOL DE AYACUCHO;DISTRITAL;VOLEIBOL;042-DNCTD-RND-2011;11/02/2011;;;;
20230731;191;LIGA DEPORTIVA DISTRITAL DE VOLEIBOL DE LA ESPERANZA;DISTRITAL;VOLEIBOL;0014-2022-IPD-DNCTD/SRND;19/01/2022;periodo del 18 de setiembre de 2021 al 18 de setiembre de 2025;;;
20230731;192;LIGA DISTRITAL DE VOLEY DE SAN BORJA;DISTRITAL;VOLEIBOL;101-DNCTD-RND-2011;13/05/2011;;;;
20230731;193;LIGA DEPORTIVA DISTRITAL DE VOLEIBOL DE CAJAMARCA;DISTRITAL;VOLEIBOL;212-DNCTD-RND-2011;5/10/2011;"Resolución Nº0534-2022-IPD-DNCTD/SRND.
periodo de 04 años (Del 07 de agosto de 2022 al 06 de agosto de 2026).";;;
20230731;194;EMBLEMÁTICA LIGA DISTRITAL DE VOLEIBOL HUANCAYO;DISTRITAL;VOLEIBOL;172-DINADAF-RND-2013;23/07/2013;Resolución N°301-DNCTD-RND-2020, Periodo 21 de agosto de 2020 al 20 de agosto de 2024 ;;;
20230731;195;LIGA DISTRITAL DE VOLEIBOL DE MOTUPE;DISTRITAL;VOLEIBOL;174-DINADAF-RND-2013;25/07/2013;;;;
20230731;196;LIGA DISTRITAL DE VOLEIBOL DE GREGORIO ALBARRACÍN LANCHIPA;DISTRITAL;VOLEIBOL;261-DINADAF-RND-2013;27-Set-13;"Resolución Nº0224-2023-IPD-DNCTD/SRND.
periodo 14 de marzo de 2021 al 31 de marzo de 2024";;;
20230731;197;LIGA DEPORTIVA DISTRITAL DE VOLEYBOL DE FLORENCIA DE MORA;DISTRITAL;VOLEIBOL;092-DINADAF-RND-2015;14/05/2015;Resolución N°363-DNCTD-RND-2020, Periodo 07 de abril de 2020 al 07 de abril de 2023;;;
20230731;198;LIGA DISTRITAL DE VOLEIBOL DE WANCHAQ;DISTRITAL;VOLEIBOL;186-DINADAF-RND-2015;10/09/2015;;;;
20230731;199;LIGA DEPORTIVA DISTRITAL DE VOLEIBOL DE SAN JUAN DE MIRAFLORES;DISTRITAL;VOLEIBOL;188-DINADAF-RND-2015;11/09/2015;Resolución N°0331-DNCTD-RND-2021, Periodo del 2020-2024;;;
20230731;200;LIGA DEPORTIVA DISTRITAL DE VOLEIBOL DEL CUSCO;DISTRITAL;VOLEIBOL;027-DINADAF-RND-2016;29/01/2016;Resolución N°0274-DNCTD-RND-2021, Periodo 2020-2024;;;
20230731;201;LIGA DISTRITAL DE VOLEIBOL DEL CALLAO;DISTRITAL;VOLEIBOL;437-DINADAF-RND-2016;16/08/2016;;;;
20230731;202;LIGA DEPORTIVA DISTRITAL DE VOLEIBOL DE PUEBLO LIBRE;DISTRITAL;VOLEIBOL;449-DINADAF-RND-2016;19/08/2016;Resolución N°1612-DINADAF-RND-2018, Periodo 27 de Noviembre de 2018 al 26 de noviembre de 2022;;;
20230731;203;LIGA DISTRITAL DE VOLEIBOL DE PICHANAKI;DISTRITAL;VOLEIBOL;519-DINADAF-RND-2016;14/09/2016;Resolución N°0734-DNCTD-RND-2019, Periodo 19 de julio de 2019 al 18 de julio de 2023;;;
20230731;204;LIGA DISTRITAL DE VOLEIBOL DE MARIANO MELGAR;DISTRITAL;VOLEIBOL;530-DINADAF-RND-2016;19/09/2016;Resolución N°1216-DINADAF-RND-2017, Periodo 2017-2021;;;
20230731;205;LIGA DISTRITAL DE VOLEIBOL DE CERRO COLORADO;DISTRITAL;VOLEIBOL;539-DINADAF-RND-2016;21/09/2016;Resolución N°0894-DNCTD-RND-2019, Periodo 26 de enero de 2019 al 25 de enero de 2023;;;
20230731;206;LIGA DISTRITAL DE VOLEIBOL DE MIRAFLORES;DISTRITAL;VOLEIBOL;578-DINADAF-RND-2016;28/09/2016;Resolución N°0949-DNCTD-RND-2019, Periodo 14 de agosto de 2019 al 14 de agosto de 2023;;;
20230731;207;LIGA DISTRITAL DE VOLEIBOL DE CAYMA;DISTRITAL;VOLEIBOL;579-DINADAF-RND-2016;28/09/2016;Resolución N°0525-2021-IPD-DNCTD/RND. período 2020-2024. ;;;
20230731;208;LIGA DEPORTIVA DISTRITAL MIXTA DE VOLEIBOL DE HUACHO;DISTRITAL;VOLEIBOL;582-DINADAF-RND-2016;29/09/2016;"Resolución Nº0433-2022-IPD-DNCTD/SRND.
periodo 18 de mayo de 2022 al 17 de mayo de 2026";;;
20230731;209;LIGA DISTRITAL VOLEIBOL DE YURIMAGUAS;DISTRITAL;VOLEIBOL;583-DINADAF-RND-2016;29/09/2016;;;;
20230731;210;LIGA DISTRITAL DE VOLEIBOL DE TARAPOTO;DISTRITAL;VOLEIBOL;584-DINADAF-RND-2016;29/09/2016;Resolución N°0030-DNCTD-RND-2021, Periodo 23 de octubre de 2019 al 22 de octubre de 2023;;;
20230731;211;LIGA DISTRITAL DE VOLEIBOL DE HUARAZ;DISTRITAL;VOLEIBOL;585-DINADAF-RND-2016;29/09/2016;Resolución N°0283-DINADAF-RND-2019, Periodo 01 de enero de 2019 al 31 de diciembre de 2022;;;
20230731;212;LIGA DEPORTIVA DISTRITAL DE VOLEIBOL DE CARABAYLLO;DISTRITAL;VOLEIBOL;586-DINADAF-RND-2016;29/09/2016;Resolución N°0306-DNCTD-RND-2019, Periodo 17 de marzo de 2019 al 16 de marzo de 2023;;;
20230731;213;LIGA DISTRITAL DE VOLEIBOL DE CHIMBOTE L.D.V.CH.;DISTRITAL;VOLEIBOL;587-DINADAF-RND-2016;29/09/2016;Resolución N°021-DNCTD-RND-2021, Periodo 01 de octubre de 2020 al 30 de setiembre de 2024;;;
20230731;214;LIGA DEPORTIVA DISTRITAL DE VOLEIBOL DE SANTIAGO DE SURCO;DISTRITAL;VOLEIBOL;588-DINADAF-RND-2016;29/09/2016;"Resolución Nº0636-2022-IPD-DNCTD/SRND.
periodo 30 de abril de 2021 al 29 de abril de 2025.";;;
20230731;215;LIGA DEPORTIVA DE VOLEIBOL MIXTO DEL DISTRITO DEL RIMAC;DISTRITAL;VOLEIBOL;589-DINADAF-RND-2016;29/09/2016;"Resolución Nº0283-2022-IPD-DNCTD/SRND.
periodo del 09 de abril de 2022 al 31 de diciembre de 2024";;;
20230731;216;ASOCIACIÓN CIVIL LIGA DISTRITAL DE VOLEIBOL DE QUERECOTILLO;DISTRITAL;VOLEIBOL;590-DINADAF-RND-2016;29/09/2016;Resolución N°0116-DNCTD-RND-2021, Periodo 20 de octubre de 2020 al 20 de octubre de 2024;;;
20230731;217;LIGA DISTRITAL DE VOLEIBOL DE PAUCARPATA;DISTRITAL;VOLEIBOL;591-DINADAF-RND-2016;29/09/2016;"Resolución Nº0499-2022-IPD-DNCTD/SRND.
periodo de 04 años, desde el 02 de junio de 2022 hasta el 01 de junio de 2026.";;;
20230731;218;ASOCIACIÓN CIVIL DEPORTIVA LIGA DISTRITAL DE VOLEIBOL DE PIURA;DISTRITAL;VOLEIBOL;592-DINADAF-RND-2016;29/09/2016;"Resolución Nº0196-2023-IPD-DNCTD/SRND.
periodo del 10 de enero de 2023 al el 09 de enero de 2027";;;
20230731;219;LIGA DISTRITAL DE VOLEIBOL DE MOYOBAMBA;DISTRITAL;VOLEIBOL;593-DINADAF-RND-2016;29/09/2016;;;;
20230731;220;LIGA DISTRITAL DE VOLEIBOL DE VILLA EL SALVADOR;DISTRITAL;VOLEIBOL;594-DINADAF-RND-2016;29/09/2016;;;;
20230731;221;LIGA DEPORTIVA DISTRITAL DE VOLEIBOL DE CALCA;DISTRITAL;VOLEIBOL;595-DINADAF-RND-2016;29/09/2016;"Resolución Nº0195-2022-IPD-DNCTD/SRND. 04 de mayo de 2022.
periodo 2021-2025 (del 21 de octubre de 2021 al 20 de octubre de 2025)";;;
20230731;222;LIGA DISTRITAL MIXTA DE VOLEIBOL DE CORRALES-TUMBES;DISTRITAL;VOLEIBOL;596-DINADAF-RND-2016;29/09/2016;"Resolución Nº0604-2022-IPD-DNCTD/SRND.
periodo 21 de enero de 2022 al 20 de enero de 2026.";;;
20230731;223;LIGA DISTRITAL DE VOLEIBOL DE CHICLAYO;DISTRITAL;VOLEIBOL;597-DINADAF-RND-2016;29/09/2016;"Resolución Nº0646-2022-IPD-DNCTD/SRND.
periodo del 2022 - 2026.";;;
20230731;224;LIGA DISTRITAL DE VOLEIBOL JULIACA;DISTRITAL;VOLEIBOL;598-DINADAF-RND-2016;29/09/2016;"Resolución Nº0327-2022-IPD-DNCTD/SRND.
periodo comprendido del 04 de enero de 2022 al 03 de enero de 2026.";;;
20230731;225;LIGA DISTRITAL DE VOLEIBOL DE LOS BAÑOS DEL INCA;DISTRITAL;VOLEIBOL;627-DINADAF-RND-2016;7/10/2016;"Resolución Nº0270-2022-IPD-DNCTD/SRND. 30 de mayo de 2022.
periodo comprendido entre el 01 de febrero de 2022 al 31 de enero de 2026";;;
20230731;226;LIGA DISTRITAL DE VOLEIBOL DE CIUDAD NUEVA;DISTRITAL;VOLEIBOL;628-DINADAF-RND-2016;7/10/2016;;;;
20230731;227;LIGA DEPORTIVA DISTRITAL DE VOLEIBOL DE MAGDALENA;DISTRITAL;VOLEIBOL;629-DINADAF-RND-2016;7/10/2016;;;;
20230731;228;LIGA DEPORTIVA DISTRITAL DE VOLEIBOL DE PILLCO MARCA;DISTRITAL;VOLEIBOL;630-DINADAF-RND-2016;7/10/2016;Resolución N°1355-DINADAF-RND-2017, Periodo 16 de noviembre de 2017 al 15 de noviembre de 2021.;;;
20230731;229;ASOCIACIÓN CIVIL DEPORTIVA LIGA DE VOLEIBOL DEL DISTRITO DE SAN JUAN LURIGANCHO;DISTRITAL;VOLEIBOL;631-DINADAF-RND-2016;7/10/2016;;;;
20230731;230;LIGA DISTRITAL DE VOLEIBOL-CHUPACA;DISTRITAL;VOLEIBOL;774-DINADAF-RND-2016;22/11/2016;;;;
20230731;231;LIGA DISTRITAL DE VOLEIBOL MIXTA DE CASTILLA;DISTRITAL;VOLEIBOL;775-DINADAF-RND-2016;22/11/2016;Resolución Nº0443-2022-IPD-DNCTD/SRND. periodo 10 de setiembre de 2021 al 09 de setiembre de 2025;;;
20230731;232;LIGA DISTRITAL DE VOLEIBOL DE BARRANCA;DISTRITAL;VOLEIBOL;776-DINADAF-RND-2016;22/11/2016;"Resolución Nº0472-2022-IPD-DNCTD/SRND.
periodo del 30 de abril del 2022 al 29 de abril del 2026.";;;
20230731;233;LIGA DISTRITAL DE VOLEIBOL DE SANTO TOMAS;DISTRITAL;VOLEIBOL;777-DINADAF-RND-2016;22/11/2016;;;;
20230731;234;LIGA DISTRITAL DE VOLEIBOL DE PUNCHANA;DISTRITAL;VOLEIBOL;778-DINADAF-RND-2016;22/11/2016;Resolución Nº0456-2021-IPD-DNCTD/RND, Periodo de cuatro (04) años, comprendido desde el 18 de diciembre de 2020 al 17 de diciembre de 2024;;;
20230731;235;ASOCIACIÓN LIGA DISTRITAL DE VOLEIBOL DE IQUITOS;DISTRITAL;VOLEIBOL;779-DINADAF-RND-2016;22/11/2016;Resolución N°0895-DNCTD-RND-2019, Periodo de cuatro años (Reconformación de junta directiva);;;
20230731;236;LIGA DISTRITAL DE VOLEIBOL DE PAUCARTAMBO;DISTRITAL;VOLEIBOL;790-DINADAF-RND-2016;24/11/2016;;;;
20230731;237;LIGA DISTRITAL DE VOLEYBOL DE CASMA;DISTRITAL;VOLEIBOL;805-DINADAF-RND-2016;30/11/2016;;;;
20230731;238;LIGA DISTRITAL DE VOLEYBOL DE ABANCAY;DISTRITAL;VOLEIBOL;806-DINADAF-RND-2016;30/11/2016;"Resolución Nº0510-2022-IPD-DNCTD/SRND.
periodo 24 de noviembre de 2021 al 23 de noviembre de 2025.";;;
